 4430   Z88I5.TXT,via Z88G V12 NASTRAN
82160 +5.00000E+000 15416 15433 15427
82163 +5.00000E+000 15410 15427 15408
82164 +5.00000E+000 15416 15427 15410
82172 +5.00000E+000 15886 15890 15888
82289 +5.00000E+000 15814 15813 15811
82310 +5.00000E+000 15386 15387 15388
82316 +5.00000E+000   659   647   661
82330 +5.00000E+000   640   639   643
82332 +5.00000E+000   643   645   648
82336 +5.00000E+000   647   649   661
82701 +5.00000E+000   636   635   655
82702 +5.00000E+000   468   636   467
82715 +5.00000E+000   593   724   251
82764 +5.00000E+000 16203 16202 16205
82848 +5.00000E+000   290   291   501
82849 +5.00000E+000   502   290   501
82941 +5.00000E+000 15884 15880 15883
82947 +5.00000E+000 16169 16175 16168
82948 +5.00000E+000 16170 16171 16169
82953 +5.00000E+000 16177 16178 16176
82954 +5.00000E+000 16177 16176 16175
82955 +5.00000E+000 16175 16176 16168
83112 +5.00000E+000 15271 15272 15007
83247 +5.00000E+000   535   536   530
83248 +5.00000E+000   268   269   530
83302 +5.00000E+000   285   286   482
83311 +5.00000E+000   482   477   284
83375 +5.00000E+000 15268 15060 15272
83380 +5.00000E+000 16100 16101 15004
83383 +5.00000E+000   668   674   675
83390 +5.00000E+000 16082 14977 16081
83396 +5.00000E+000 15594 15598 15596
83399 +5.00000E+000 15508 15628 15507
83406 +5.00000E+000 15815 15550 15816
83488 +5.00000E+000 16156 16155 16543
83499 +5.00000E+000 15995 16001 15998
83528 +5.00000E+000   466   467   637
83621 +5.00000E+000 16412 16415 16414
83696 +5.00000E+000   475   472   491
83732 +5.00000E+000 16172 16175 16169
83805 +5.00000E+000 15787 15784 15785
83807 +5.00000E+000 15759 15698 15796
83812 +5.00000E+000 15801 15805 15785
83996 +5.00000E+000   840   842   850
84004 +5.00000E+000   830   829   848
84047 +5.00000E+000 15609 15605 15613
84053 +5.00000E+000 15602 15605 15609
84055 +5.00000E+000 16177 16175 16172
84057 +5.00000E+000 16181 16179 16182
84198 +5.00000E+000 16644 16627 16647
84227 +5.00000E+000   645   642   644
84229 +5.00000E+000   622   619   319
84473 +5.00000E+000 16541 16518 16516
84516 +5.00000E+000 16642 15699 15700
84519 +5.00000E+000 15801 15799 15802
84583 +5.00000E+000 16543 16544 16540
84634 +5.00000E+000   659   653   647
84639 +5.00000E+000 15992 15989 15990
84641 +5.00000E+000 16033 15994 15973
84650 +5.00000E+000 15699 15759 15758
84695 +5.00000E+000   320   321   627
84908 +5.00000E+000   190   191   859
84938 +5.00000E+000 15270 15008 15009
84938 +5.00000E+000 16105 15009 15008
84941 +5.00000E+000 15269 15270 15262
84948 +5.00000E+000 15336 15342 15348
84955 +5.00000E+000 15843 15861 15858
84957 +5.00000E+000 15862 15881 15885
84980 +5.00000E+000 16636 16634 16641
84985 +5.00000E+000 16636 16641 15701
84986 +5.00000E+000 16636 16635 16633
85086 +5.00000E+000 16156 16537 16157
85089 +5.00000E+000 16532 16158 16157
85091 +5.00000E+000 16157 16223 16224
85133 +5.00000E+000   651   462   650
85139 +5.00000E+000   621   454   453
85146 +5.00000E+000   619   622   620
85161 +5.00000E+000   369   755   370
85268 +5.00000E+000   869   867   866
85284 +5.00000E+000   714   866   715
85285 +5.00000E+000   830   848   849
85371 +5.00000E+000 15137 15323 15318
85386 +5.00000E+000 15897 15899 15901
85392 +5.00000E+000 15864 15887 15870
85434 +5.00000E+000 16527 16530 16529
85437 +5.00000E+000 16650 16652 15696
85731 +5.00000E+000 15267 15266 15099
85733 +5.00000E+000 15866 15869 15871
85739 +5.00000E+000   864   865   862
85740 +5.00000E+000 16192 16193 16165
85744 +5.00000E+000 16178 16192 16166
85745 +5.00000E+000 16178 16194 16192
85752 +5.00000E+000 16653 15538 15695
85753 +5.00000E+000 15548 15583 15549
85798 +5.00000E+000 15877 15552 15883
85867 +5.00000E+000   751   755   745
85912 +5.00000E+000   588   256   572
86082 +5.00000E+000 15266 15098 15099
86083 +5.00000E+000   463   652   464
86173 +5.00000E+000 16596 16621 16598
86220 +5.00000E+000   640   459   639
86276 +5.00000E+000 15662 15673 15675
86321 +5.00000E+000   628   623   627
86471 +5.00000E+000 15250 15096 15097
86474 +5.00000E+000 15098 15250 15097
86487 +5.00000E+000 15698 16649 15697
86493 +5.00000E+000 15698 16646 16649
86595 +5.00000E+000 16496 16529 16533
86602 +5.00000E+000 16530 16534 16533
86646 +5.00000E+000 16606 16603 16604
86668 +5.00000E+000   624   456   455
86669 +5.00000E+000 15186 15183 15189
86670 +5.00000E+000   449   314   617
86762 +5.00000E+000 16475 16476 16479
86907 +5.00000E+000 15262 15261 15269
86912 +5.00000E+000 15261 15250 15266
86914 +5.00000E+000 15261 15259 15249
86915 +5.00000E+000 15261 15262 15259
86921 +5.00000E+000 15549 15583 15550
86922 +5.00000E+000 15583 15584 15585
86927 +5.00000E+000 15843 15844 15861
86932 +5.00000E+000 14994 14995 15308
86936 +5.00000E+000 15131 15297 15296
86940 +5.00000E+000 15850 15847 15848
86941 +5.00000E+000 15860 15858 15863
87051 +5.00000E+000   621   625   454
87052 +5.00000E+000 16000 15998 16003
87053 +5.00000E+000   625   631   626
87068 +5.00000E+000 16509 16551 16506
87077 +5.00000E+000   601   608   725
87085 +5.00000E+000   421   422   602
87220 +5.00000E+000   338   802   800
87221 +5.00000E+000   801   800   802
87255 +5.00000E+000   817   814   836
87344 +5.00000E+000 15279 15240 15017
87345 +5.00000E+000 15208 15205 15218
87346 +5.00000E+000 15231 15237 15232
87349 +5.00000E+000 16063 16064 15745
87351 +5.00000E+000 16654 16080 15694
87353 +5.00000E+000 15240 15238 15237
87363 +5.00000E+000 15861 15863 15858
87371 +5.00000E+000 16648 16630 16651
87373 +5.00000E+000 16647 16649 16644
87440 +5.00000E+000 16231 16154 16155
87662 +5.00000E+000   867   718   715
87669 +5.00000E+000   885   883   882
87851 +5.00000E+000 15184 15181 15186
87932 +5.00000E+000   853   894   872
88013 +5.00000E+000   542   540   539
88136 +5.00000E+000 15215 15187 15193
88139 +5.00000E+000 15306 15296 15298
88141 +5.00000E+000 15132 15133 15300
88145 +5.00000E+000 16582 16591 16593
88207 +5.00000E+000 16516 16498 16535
88246 +5.00000E+000   603   604   597
88353 +5.00000E+000   841   845   842
88374 +5.00000E+000   288   289   502
88448 +5.00000E+000 15178 15182 15177
88453 +5.00000E+000 15839 15848 15828
88454 +5.00000E+000 15133 15134 15299
88456 +5.00000E+000 15300 15301 15298
88458 +5.00000E+000 15836 15842 15841
88460 +5.00000E+000 16643 16606 16644
88461 +5.00000E+000 16621 16622 16625
88518 +5.00000E+000 15879 15880 15882
88519 +5.00000E+000 15892 15888 15890
88524 +5.00000E+000 15916 15914 15955
88546 +5.00000E+000 16540 16539 16536
88582 +5.00000E+000   443   309   444
88686 +5.00000E+000   859   858   190
88693 +5.00000E+000   766   776   661
88812 +5.00000E+000 15838 15837 15832
88890 +5.00000E+000   600   597   604
88894 +5.00000E+000   600   604   607
88897 +5.00000E+000   594   597   595
89076 +5.00000E+000 16149 16252 16258
89077 +5.00000E+000 16252 16150 16251
89196 +5.00000E+000   586   583   585
89197 +5.00000E+000   583   584   580
89313 +5.00000E+000   336   797   796
89320 +5.00000E+000   806   805   811
89429 +5.00000E+000 15256 15255 15258
89432 +5.00000E+000 16005 15987 16007
89439 +5.00000E+000 14998 14997 16094
89439 +5.00000E+000 14998 15294 14997
89440 +5.00000E+000 15051 15294 15050
89441 +5.00000E+000 15049 15050 15292
89454 +5.00000E+000   714   709   711
89456 +5.00000E+000 14998 15293 15294
89460 +5.00000E+000 15293 15292 15294
89462 +5.00000E+000 16634 16601 16639
89463 +5.00000E+000 15395 15389 15394
89470 +5.00000E+000 14979 15389 15169
89539 +5.00000E+000 15814 15874 15873
89599 +5.00000E+000   304   305   439
89606 +5.00000E+000   582   420   585
89609 +5.00000E+000   579   576   582
89616 +5.00000E+000   576   581   582
89803 +5.00000E+000 15255 15256 15195
89805 +5.00000E+000 15195 15223 15193
89817 +5.00000E+000 15170 15171 15080
89822 +5.00000E+000 15310 15307 15309
89824 +5.00000E+000 15856 15855 15853
89826 +5.00000E+000   704   701   820
89827 +5.00000E+000 15856 15854 15867
89828 +5.00000E+000   699   701   704
89950 +5.00000E+000   306   441   440
90009 +5.00000E+000 15183 15180 15182
90036 +5.00000E+000   332   333   792
90037 +5.00000E+000   792   331   332
90125 +5.00000E+000 15087 15088 15177
90128 +5.00000E+000 15304 15306 15307
90130 +5.00000E+000 15132 15297 15131
90131 +5.00000E+000 16094 16093 15716
90133 +5.00000E+000 15306 15298 15301
90136 +5.00000E+000   702   703   697
90139 +5.00000E+000 15847 15828 15848
90141 +5.00000E+000 15849 15851 15846
90153 +5.00000E+000 15309 15307 15306
90155 +5.00000E+000 15387 15391 15394
90161 +5.00000E+000 16590 16633 16589
90247 +5.00000E+000   578   589   587
90402 +5.00000E+000   825   831   826
90405 +5.00000E+000   834   833   852
90485 +5.00000E+000 15313 15314 14994
90487 +5.00000E+000 15717 16094 15716
90489 +5.00000E+000 15310 15308 15307
90491 +5.00000E+000 15823 15825 15827
90492 +5.00000E+000 15311 15301 15303
90493 +5.00000E+000 15309 15311 15312
90495 +5.00000E+000 16090 16089 15712
90496 +5.00000E+000 15300 15302 15303
90497 +5.00000E+000 15827 15828 15847
90559 +5.00000E+000 15836 15835 15833
90771 +5.00000E+000   834   852   853
90776 +5.00000E+000   855   854   860
90810 +5.00000E+000 15748 15750 15747
90832 +5.00000E+000 16006 16009 16011
90834 +5.00000E+000 15857 15840 15858
90835 +5.00000E+000 15336 15348 15334
90836 +5.00000E+000 15838 15840 15837
90855 +5.00000E+000 16634 16636 16633
90859 +5.00000E+000 16601 16634 16590
91073 +5.00000E+000   814   812   811
91080 +5.00000E+000 15757 15756 15700
91138 +5.00000E+000   472   473   276
91170 +5.00000E+000 15554 15889 15884
91291 +5.00000E+000   430   429   518
91312 +5.00000E+000   757   214   756
91404 +5.00000E+000   854   855   852
91585 +5.00000E+000 15251 15254 15252
91591 +5.00000E+000   639   459   458
91595 +5.00000E+000 15190 15188 15178
91601 +5.00000E+000 16220 16121 16221
91604 +5.00000E+000 16184 15572 16185
91606 +5.00000E+000 16243 16119 16248
91618 +5.00000E+000 16149 16148 16624
91774 +5.00000E+000   513   425   526
91778 +5.00000E+000   427   520   428
92001 +5.00000E+000   189   424   513
92003 +5.00000E+000 15682 15691 15690
92006 +5.00000E+000 15258 15275 15256
92012 +5.00000E+000 15622 15618 15621
92016 +5.00000E+000 15338 15343 15341
92017 +5.00000E+000 15338 15340 15343
92019 +5.00000E+000 16177 16173 16179
92022 +5.00000E+000 16193 16192 16194
92028 +5.00000E+000 16148 16629 16624
92083 +5.00000E+000 15879 15875 15876
92099 +5.00000E+000 16520 16523 16525
92168 +5.00000E+000   619   317   318
92232 +5.00000E+000 15199 15196 15198
92288 +5.00000E+000   842   839   841
92389 +5.00000E+000 15194 15191 15252
92396 +5.00000E+000 15832 15835 15838
92399 +5.00000E+000 15340 15338 15337
92458 +5.00000E+000 16612 16151 16617
92514 +5.00000E+000   552   410   553
92518 +5.00000E+000   552   409   410
92634 +5.00000E+000   437   616   302
92739 +5.00000E+000 16626 16622 16624
92811 +5.00000E+000 16544 16549 16546
92833 +5.00000E+000 15699 15757 15700
93012 +5.00000E+000   818   839   840
93014 +5.00000E+000   814   817   812
93015 +5.00000E+000   812   809   806
93017 +5.00000E+000 15205 15204 15217
93065 +5.00000E+000 15835 15832 15830
93069 +5.00000E+000 15341 15343 15344
93071 +5.00000E+000 15836 15834 15875
93075 +5.00000E+000 15342 15336 15341
93078 +5.00000E+000 15794 15789 15792
93131 +5.00000E+000 16153 16549 16154
93132 +5.00000E+000 16618 16614 16617
93167 +5.00000E+000   540   541   266
93283 +5.00000E+000   287   469   286
93289 +5.00000E+000   288   502   469
93385 +5.00000E+000 15835 15841 15838
93450 +5.00000E+000 15799 15797 15800
93455 +5.00000E+000 15814 15816 15874
93481 +5.00000E+000 16613 16614 16616
93780 +5.00000E+000 15100 15287 15288
93782 +5.00000E+000 16340 16345 16313
93785 +5.00000E+000 15822 15826 15825
93787 +5.00000E+000   712   714   715
93790 +5.00000E+000 15135 15299 15134
93802 +5.00000E+000 16627 16625 16628
93805 +5.00000E+000 15384 15375 15390
94025 +5.00000E+000   513   520   427
94030 +5.00000E+000 15845 15827 15847
94153 +5.00000E+000   911   208   209
94249 +5.00000E+000   791   790   798
94298 +5.00000E+000 15090 15178 15089
94317 +5.00000E+000 16151 16612 16152
94319 +5.00000E+000 16526 16568 16567
94455 +5.00000E+000   237   238   387
94500 +5.00000E+000 16352 16357 16354
94521 +5.00000E+000   798   801   799
94522 +5.00000E+000   767   764   770
94716 +5.00000E+000 16616 16614 16618
94717 +5.00000E+000 16526 16524 16547
94945 +5.00000E+000 15235 15238 15241
94950 +5.00000E+000 15511 15678 15677
94953 +5.00000E+000 15512 15683 15511
94956 +5.00000E+000 15510 15534 15511
94964 +5.00000E+000 15824 15714 15823
94965 +5.00000E+000 15712 16089 15711
94970 +5.00000E+000 15345 15346 15347
94972 +5.00000E+000 16089 14993 16088
94974 +5.00000E+000 15779 15819 15778
94978 +5.00000E+000 15587 15590 15593
95085 +5.00000E+000   431   430   517
95164 +5.00000E+000   335   336   796
95183 +5.00000E+000 15191 15188 15190
95192 +5.00000E+000 15793 15813 15795
95280 +5.00000E+000 15235 15241 15236
95285 +5.00000E+000 15343 15340 15404
95286 +5.00000E+000 15712 15817 15818
95291 +5.00000E+000 15821 15823 15818
95531 +5.00000E+000 15738 16079 15737
95539 +5.00000E+000 16077 16078 16074
95542 +5.00000E+000 16078 15738 16076
95545 +5.00000E+000 16567 16570 16569
95549 +5.00000E+000 16610 16613 16609
95608 +5.00000E+000 16607 16609 16568
95609 +5.00000E+000 16614 16610 16612
95641 +5.00000E+000 15941 15944 15943
95807 +5.00000E+000 15350 14989 14990
95810 +5.00000E+000 15346 15348 15349
95811 +5.00000E+000 15342 15344 15356
95825 +5.00000E+000 16610 16609 16607
95900 +5.00000E+000 16645 16640 16643
95949 +5.00000E+000   741   389   742
95950 +5.00000E+000   736   392   391
95951 +5.00000E+000   736   738   737
95952 +5.00000E+000   390   389   741
95960 +5.00000E+000   500   501   291
95961 +5.00000E+000   500   506   507
96043 +5.00000E+000 15130 15296 14981
96211 +5.00000E+000   635   182   464
96219 +5.00000E+000 16605 16600 16603
96355 +5.00000E+000   893   890   892
96628 +5.00000E+000 16613 16576 16609
96629 +5.00000E+000 16615 16576 16613
96634 +5.00000E+000 16610 16614 16613
96726 +5.00000E+000 15143 15401 15142
96906 +5.00000E+000 15794 15833 15830
96910 +5.00000E+000 15834 15833 15795
96917 +5.00000E+000 15340 15403 15404
97011 +5.00000E+000 16150 16623 16617
97019 +5.00000E+000 15866 15871 15868
97022 +5.00000E+000 15866 15868 15865
97024 +5.00000E+000 15872 15869 15870
97048 +5.00000E+000   385   384   743
97050 +5.00000E+000 15455 15450 15452
97056 +5.00000E+000   743   233   234
97154 +5.00000E+000   847   858   846
97221 +5.00000E+000 15890 15889 15895
97256 +5.00000E+000 16327 15743 15742
97259 +5.00000E+000 16053 16054 16073
97547 +5.00000E+000 15226 15237 15231
97549 +5.00000E+000 15185 15200 15176
97551 +5.00000E+000 15980 15936 15947
97553 +5.00000E+000   641   460   640
97554 +5.00000E+000 15250 15249 15096
97561 +5.00000E+000 16075 16073 16076
97569 +5.00000E+000 15787 15807 15793
97572 +5.00000E+000 15330 15333 15315
97575 +5.00000E+000 15814 15811 15812
97576 +5.00000E+000 15812 15808 15810
97577 +5.00000E+000 15815 15812 15810
97653 +5.00000E+000 16630 16146 16651
97654 +5.00000E+000 16146 16145 16651
97919 +5.00000E+000 15226 15239 15237
97921 +5.00000E+000 16074 16056 16077
97927 +5.00000E+000 15388 15387 15389
97929 +5.00000E+000 15385 15382 15384
97931 +5.00000E+000 16588 16599 16601
97932 +5.00000E+000 16579 16561 16581
98029 +5.00000E+000   380   229   230
98170 +5.00000E+000 16536 16535 16533
98219 +5.00000E+000 15220 15226 15231
98223 +5.00000E+000 15217 15220 15218
98230 +5.00000E+000 15426 15429 15360
98232 +5.00000E+000 15807 15808 15811
98305 +5.00000E+000 15538 16653 16145
98309 +5.00000E+000 16643 16640 16605
98358 +5.00000E+000 16486 16485 16483
98376 +5.00000E+000   379   228   229
98382 +5.00000E+000 15461 15463 15464
98389 +5.00000E+000   473   472   475
98503 +5.00000E+000   644   761   645
98560 +5.00000E+000   624   625   626
98562 +5.00000E+000 15179 15092 15245
98564 +5.00000E+000 15785 15805 15807
98567 +5.00000E+000 15807 15805 15808
98571 +5.00000E+000 15805 15806 15808
98579 +5.00000E+000 16592 16597 16594
98635 +5.00000E+000 16647 16628 16648
98654 +5.00000E+000 15833 15835 15830
98764 +5.00000E+000   617   618   450
98871 +5.00000E+000 16574 16591 16573
98878 +5.00000E+000 16584 16582 16593
98881 +5.00000E+000 16584 16581 16582
98925 +5.00000E+000 15833 15834 15836
98987 +5.00000E+000   226   376   225
99088 +5.00000E+000   774   772   770
99174 +5.00000E+000 16066 16031 16069
99185 +5.00000E+000 16592 16594 16591
99230 +5.00000E+000 16600 16599 16594
99251 +5.00000E+000 15793 15807 15811
99394 +5.00000E+000   844   845   841
99425 +5.00000E+000   779   782   777
99426 +5.00000E+000   788   782   785
99445 +5.00000E+000   768   778   766
99446 +5.00000E+000   794   795   787
99514 +5.00000E+000 15225 15222 15227
99521 +5.00000E+000 15085 15180 15172
99525 +5.00000E+000 15546 15547 15803
99526 +5.00000E+000 15809 15810 15806
99530 +5.00000E+000 15696 15695 15798
99533 +5.00000E+000 15549 15810 15809
99540 +5.00000E+000 15546 15798 15695
99542 +5.00000E+000 16597 16598 16603
99544 +5.00000E+000 16643 16605 16606
99545 +5.00000E+000 16600 16594 16597
99605 +5.00000E+000 15580 15579 15544
99610 +5.00000E+000 16145 16279 15538
99800 +5.00000E+000   339   340   802
99892 +5.00000E+000 15171 15079 15080
99895 +5.00000E+000   444   309   310
99901 +5.00000E+000 15171 15198 15078
99907 +5.00000E+000 16238 16219 16239
99911 +5.00000E+000 16291 16580 16290
99912 +5.00000E+000 16581 16584 16583
99917 +5.00000E+000 16286 16081 16686
99920 +5.00000E+000 15393 15392 15474
99923 +5.00000E+000 16589 16631 16586
99972 +5.00000E+000 15792 15793 15795
99998 +5.00000E+000 15401 15399 15142
100007 +5.00000E+000   371   370   754
100013 +5.00000E+000   372   219   744
100022 +5.00000E+000   462   461   650
100031 +5.00000E+000   650   461   641
100160 +5.00000E+000 15796 15698 15697
100162 +5.00000E+000 15797 15697 15696
100175 +5.00000E+000 16685 16288 16287
100226 +5.00000E+000 16604 16625 16627
100228 +5.00000E+000 16627 16606 16604
100266 +5.00000E+000 16596 16619 16621
100291 +5.00000E+000 15811 15813 15793
100466 +5.00000E+000 15934 15947 15936
100467 +5.00000E+000   648   762   765
100474 +5.00000E+000   765   649   648
100506 +5.00000E+000 16075 16070 16073
100514 +5.00000E+000 16072 16071 16069
100521 +5.00000E+000   604   603   606
100526 +5.00000E+000   603   597   596
100586 +5.00000E+000 15607 15554 15602
100620 +5.00000E+000 15802 15806 15805
100653 +5.00000E+000   447   446   312
100829 +5.00000E+000   774   331   792
100910 +5.00000E+000 15222 15221 15224
100911 +5.00000E+000 15216 15221 15222
100912 +5.00000E+000 16009 16013 16011
100916 +5.00000E+000 15344 15407 15408
100918 +5.00000E+000 16184 15573 15572
100921 +5.00000E+000 15528 15529 15523
100922 +5.00000E+000 16120 16242 16221
100977 +5.00000E+000 16644 16649 16646
101013 +5.00000E+000   365   364   721
101109 +5.00000E+000 15607 15602 15609
101144 +5.00000E+000   331   771   330
101160 +5.00000E+000   771   329   330
101164 +5.00000E+000   770   769   771
101220 +5.00000E+000 15216 15213 15215
101222 +5.00000E+000 16064 16058 16061
101223 +5.00000E+000 15241 15242 15236
101225 +5.00000E+000 15237 15238 15232
101237 +5.00000E+000 16584 16588 16587
101241 +5.00000E+000 15394 15391 15396
101344 +5.00000E+000   616   301   302
101348 +5.00000E+000   436   616   437
101354 +5.00000E+000   615   301   616
101527 +5.00000E+000 15214 15216 15219
101532 +5.00000E+000 15074 15075 15197
101533 +5.00000E+000   440   305   306
101539 +5.00000E+000 16683 16290 16289
101541 +5.00000E+000 16585 16587 16589
101926 +5.00000E+000 15765 15801 15767
101969 +5.00000E+000   360   716   361
101977 +5.00000E+000   360   713   716
102075 +5.00000E+000 15274 15227 15224
102124 +5.00000E+000   615   436   435
102131 +5.00000E+000 15819 15822 15821
102150 +5.00000E+000 15355 15357 15360
102151 +5.00000E+000 15357 15356 15425
102259 +5.00000E+000 16626 16624 16629
102477 +5.00000E+000 15207 15072 15206
102480 +5.00000E+000 15207 15210 15070
102481 +5.00000E+000 15210 15211 15070
102485 +5.00000E+000 15779 15820 15819
102488 +5.00000E+000 15708 16085 15707
102494 +5.00000E+000 16209 16227 16226
102567 +5.00000E+000 16265 16281 16264
102704 +5.00000E+000 15180 15086 15087
102746 +5.00000E+000 15216 15214 15213
102747 +5.00000E+000 15196 15199 15197
102758 +5.00000E+000 15773 15771 15782
102759 +5.00000E+000 15427 15428 15425
102763 +5.00000E+000 15352 15358 15353
102764 +5.00000E+000 15381 15104 15380
102765 +5.00000E+000 16293 16557 16558
102772 +5.00000E+000 16558 16579 16292
102773 +5.00000E+000   603   605   606
102774 +5.00000E+000   602   596   586
102778 +5.00000E+000 16579 16558 16561
102846 +5.00000E+000 16263 16274 16265
102849 +5.00000E+000 16247 16244 16245
102851 +5.00000E+000 16189 16187 16191
102855 +5.00000E+000 16183 16186 16180
102856 +5.00000E+000 16186 16188 16180
102861 +5.00000E+000 16219 16217 16221
102862 +5.00000E+000 16186 16187 16189
102863 +5.00000E+000 16187 16186 16184
102866 +5.00000E+000   352   673   695
102875 +5.00000E+000   354   672   673
102880 +5.00000E+000 15851 15853 15855
102887 +5.00000E+000   738   391   390
102891 +5.00000E+000 15445 15446 15377
103160 +5.00000E+000 15361 15358 15360
103163 +5.00000E+000 15353 15358 15359
103164 +5.00000E+000 16537 16156 16543
103258 +5.00000E+000 16238 16240 16227
103260 +5.00000E+000 16225 16230 16224
103266 +5.00000E+000 16223 16222 16225
103272 +5.00000E+000 16266 16269 16268
103284 +5.00000E+000 15456 15455 15472
103458 +5.00000E+000 16014 16027 16016
103523 +5.00000E+000 15783 15780 15781
103530 +5.00000E+000 15780 15762 15763
103535 +5.00000E+000 15780 15782 15771
103588 +5.00000E+000 16020 16017 16018
103626 +5.00000E+000   230   231   381
103801 +5.00000E+000 16060 16016 16027
103803 +5.00000E+000 15780 15763 15781
103805 +5.00000E+000 15786 15783 15781
103903 +5.00000E+000   380   230   381
104058 +5.00000E+000   863   711   862
104099 +5.00000E+000 16406 16403 16401
104118 +5.00000E+000 15211 15069 15070
104130 +5.00000E+000 15207 15209 15210
104131 +5.00000E+000 15207 15206 15209
104140 +5.00000E+000   461   460   641
104141 +5.00000E+000 15980 15979 15936
104142 +5.00000E+000 16062 15744 16061
104153 +5.00000E+000 16216 16217 16219
104157 +5.00000E+000 16561 16558 16557
104425 +5.00000E+000   523   503   505
104478 +5.00000E+000 16541 16524 16518
104562 +5.00000E+000 15772 15770 15773
104565 +5.00000E+000 16083 14988 14987
104640 +5.00000E+000 16170 15737 15539
104717 +5.00000E+000 15375 15384 15369
104772 +5.00000E+000   503   521   484
104777 +5.00000E+000   485   483   482
104874 +5.00000E+000 15091 15092 15179
104885 +5.00000E+000   638   632   642
104888 +5.00000E+000   649   765   766
104891 +5.00000E+000   638   458   457
104895 +5.00000E+000 15355 15349 15354
104900 +5.00000E+000 15774 15772 15776
104903 +5.00000E+000 16581 16562 16582
105047 +5.00000E+000   638   456   626
105049 +5.00000E+000   638   457   456
105051 +5.00000E+000 15091 15179 15090
105130 +5.00000E+000 15739 16076 15738
105131 +5.00000E+000 16078 16076 16074
105135 +5.00000E+000 16077 16079 16078
105164 +5.00000E+000   356   695   706
105165 +5.00000E+000   356   185   695
105372 +5.00000E+000 15819 15821 15817
105376 +5.00000E+000 15779 15778 15776
105382 +5.00000E+000 15753 15756 15760
105385 +5.00000E+000 16575 16577 16572
105427 +5.00000E+000 16386 16166 16387
105453 +5.00000E+000   352   353   673
105657 +5.00000E+000   620   453   452
105662 +5.00000E+000   618   452   451
105735 +5.00000E+000 16082 16083 14987
105766 +5.00000E+000   335   796   334
105775 +5.00000E+000   759   758   760
105868 +5.00000E+000   713   712   715
105898 +5.00000E+000   879   881   884
105990 +5.00000E+000 16043 15566 16049
105996 +5.00000E+000 15754 15770 15768
105998 +5.00000E+000 16218 16227 16209
105999 +5.00000E+000 16209 16226 16208
106004 +5.00000E+000 16510 16508 16521
106012 +5.00000E+000 16565 16554 16563
106069 +5.00000E+000 15589 15603 15588
106074 +5.00000E+000 16283 16274 16275
106080 +5.00000E+000 15589 15595 15604
106081 +5.00000E+000 15540 16284 16285
106082 +5.00000E+000 15580 15544 15543
106185 +5.00000E+000 15612 15609 15615
106233 +5.00000E+000 15206 15072 15073
106254 +5.00000E+000 16566 16564 16569
106326 +5.00000E+000 16596 16598 16595
106374 +5.00000E+000 15619 15623 15614
106377 +5.00000E+000 15625 15614 15623
106379 +5.00000E+000 15627 15507 15628
106380 +5.00000E+000 15586 15587 15589
106382 +5.00000E+000 15625 15645 15634
106493 +5.00000E+000   775   774   792
106505 +5.00000E+000 16402 16393 16391
106544 +5.00000E+000 16042 16040 16044
106546 +5.00000E+000 15565 16043 16038
106561 +5.00000E+000 15707 15768 15708
106571 +5.00000E+000 16564 16567 16569
106572 +5.00000E+000 16570 16567 16568
106577 +5.00000E+000 16545 16541 16542
106646 +5.00000E+000 15603 15589 15604
106653 +5.00000E+000   774   775   772
106868 +5.00000E+000   312   446   311
106883 +5.00000E+000 16522 16564 16563
106891 +5.00000E+000 16571 16565 16566
106930 +5.00000E+000 16163 16164 16193
107054 +5.00000E+000 16416 16398 16418
107102 +5.00000E+000 15777 15773 15782
107105 +5.00000E+000 15705 15704 15747
107108 +5.00000E+000 15706 15751 15707
107110 +5.00000E+000 15707 15751 15768
107114 +5.00000E+000 16206 16209 16208
107115 +5.00000E+000 16199 16206 16198
107195 +5.00000E+000 16164 16165 16193
107228 +5.00000E+000 15592 15499 15505
107234 +5.00000E+000 15580 15586 15584
107235 +5.00000E+000 15595 15587 15593
107236 +5.00000E+000 15589 15588 15586
107374 +5.00000E+000   534   533   550
107457 +5.00000E+000 15198 15201 15199
107459 +5.00000E+000 15198 15200 15201
107465 +5.00000E+000 15198 15196 15078
107470 +5.00000E+000 15196 15197 15076
107476 +5.00000E+000 15763 15761 15766
107480 +5.00000E+000 16678 16294 16679
107481 +5.00000E+000 16557 16559 16561
107482 +5.00000E+000   603   596   602
107485 +5.00000E+000 16680 16679 16293
107552 +5.00000E+000 16282 16274 16283
107559 +5.00000E+000 15622 15624 15620
107565 +5.00000E+000   325   760   758
107697 +5.00000E+000   307   441   306
107703 +5.00000E+000 16561 16562 16581
107707 +5.00000E+000 16562 16559 16560
107742 +5.00000E+000 15528 15523 15522
107876 +5.00000E+000 16471 16423 16426
107949 +5.00000E+000 15201 15200 15213
107952 +5.00000E+000 15176 15174 15173
107954 +5.00000E+000 15086 15180 15085
107955 +5.00000E+000 15428 15426 15425
107966 +5.00000E+000 16565 16563 16566
107970 +5.00000E+000 16554 16521 16563
107973 +5.00000E+000 16542 16544 16546
108013 +5.00000E+000 16158 16159 16204
108016 +5.00000E+000 16158 16204 16222
108017 +5.00000E+000 16206 16207 16209
108143 +5.00000E+000 15411 15414 15412
108149 +5.00000E+000 15406 15412 15409
108231 +5.00000E+000 15756 15757 15760
108240 +5.00000E+000 16563 16564 16566
